S/N,Level,Type,Part No,Part Rev,Part Status,Latest,Nomenclature,Drawing Sheets,Instance ID,Instance ID 총수량(D/L DB),Instance ID 총수량(ALL DB),Qty,NextPart
11975,8,Standard,MS24665-300,-,Release,T,PIN,,,,,1.0,85K7260-102
11976,8,Standard,NAS1149C0463R,-,Release,T,WASHER,,,,,1.0,85K7260-102
11977,8,Standard,NAS1149C0532R,-,Release,T,WASHER,,,,,1.0,85K7260-102
11978,8,Standard,NAS1149C0563R,-,Release,T,WASHER,,,,,1.0,85K7260-102
11979,8,Standard,NAS1149C0663R,-,Release,T,WASHER,,,,,1.0,85K7260-102
11980,8,Standard,NAS1581F4T19,-,Release,T,BOLT,,,,,1.0,85K7260-102
11981,8,Standard,NAS6204-11,-,Release,T,BOLT,,,,,1.0,85K7260-102
11982,8,Standard,NAS6204-19,-,Release,T,BOLT,,,,,2.0,85K7260-102
11983,8,Standard,NAS6205-19,-,Release,T,BOLT,,,,,1.0,85K7260-102
11984,8,Standard,NAS6205-20,-,Release,T,BOLT,,,,,1.0,85K7260-102
11986,8,General,85K7400-013,-,Release,T,RADIUS BLOCK,,85K7411-015,,1.0,2.0,85K7400-301
11988,8,General,85K7411-045,-,Release,T,PIN,,85K3411-045,,2.0,2.0,85K7400-301
11990,8,Standard,85TP1007B48-09,-,Release,T,WASHER,,,,,3.0,85K7400-301
11991,8,Standard,MS21042L4,-,Release,T,NUT,,,,,2.0,85K7400-301
11992,8,Standard,MS21075L5N,-,Release,T,NUT,,,,,5.0,85K7400-301
11993,8,Standard,NAS1149F0463P,-,Release,T,WASHER,,,,,2.0,85K7400-301
11994,8,Standard,NAS1399CW4AB5,-,Release,T,RIVET,,,,,10.0,85K7400-301
11995,8,Standard,NAS1399CW4AB6,-,Release,T,RIVET,,,,,8.0,85K7400-301
11996,8,Standard,NAS1399CW4AB7,-,Release,T,RIVET,,,,,4.0,85K7400-301
11997,8,Standard,NAS1473C5,-,Release,T,NUT,,,,,6.0,85K7400-301
11999,8,General,85K7412-001,-,Release,T,LUG ASSY OF,,85K3412-011,,2.0,2.0,85K7412-101
12003,8,Material,85TB0103A062.-.NA,-,Release,T,SHIM STOCK,,,,,9999.0,85K7412-101
12004,8,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,85K7412-101
12005,8,Standard,MS21042L3,-,Release,T,NUT,,,,,12.0,85K7412-101
12006,8,Standard,NAS1149D0332K,-,Release,T,WASHER,,,,,12.0,85K7412-101
12007,8,Standard,NAS4450S06-06,-,Release,T,PIN,,,,,12.0,85K7412-101
12009,8,General,85L1202-303,-,Release,T,BRACKET,,85L1202-003,,2.0,1.0,85L1250-301
12011,8,General,85L1203-303,B,Release,T,BRACKET,,85L1203-003,,6.0,1.0,85L1250-301
12013,8,General,85L1204-303,B,Release,T,BRACKET,1,85L1204-003,,6.0,1.0,85L1250-301
12015,8,General,85L1406-303,-,Release,T,BRACKET,,85L1406-003,,4.0,1.0,85L1250-301
12017,8,Standard,85TP0008-2CN,-,Release,T,BRACKET,,,,,4.0,85L1250-301
12018,8,Standard,85TP0008-4CN,-,Release,T,BRACKET,,,,,1.0,85L1250-301
12019,8,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,85L1250-301
12020,8,Standard,MS20470AD4-6,-,Release,T,RIVET,,,,,10.0,85L1250-301
12021,8,Standard,MS20470AD5-6,-,Release,T,RIVET,,,,,2.0,85L1250-301
12022,8,Standard,MS20470AD5-7,-,Release,T,RIVET,,,,,2.0,85L1250-301
12023,8,Standard,MS20470AD6-7,-,Release,T,RIVET,,,,,2.0,85L1250-301
12024,8,Standard,MS21042L08,-,Release,T,NUT,,,,,3.0,85L1250-301
12025,8,Standard,NAS1149DN832K,-,Release,T,WASHER,,,,,3.0,85L1250-301
12026,8,Standard,NAS4450S05-03,-,Release,T,PIN,,,,,3.0,85L1250-301
12028,8,General,85L1525-303,B,Release,T,BRACKET,,85L1525-003,,5.0,1.0,85L1550-301
12030,8,General,85L1532-303,A,Release,T,BRACKET,,85L1532-003,,7.0,1.0,85L1550-301
12032,8,Standard,85TP0009-1EN,-,Release,T,BRACKET,,,,,1.0,85L1550-301
12033,8,Standard,85TV1156-3-3,-,Release,T,RIVET,,,,,2.0,85L1550-301
12034,8,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,85L1550-301
12035,8,Standard,MS20426AD3-5,-,Release,T,RIVET,,,,,2.0,85L1550-301
12036,8,Standard,MS20470AD5-7,-,Release,T,RIVET,,,,,2.0,85L1550-301
12037,8,Standard,MS21042L06,-,Release,T,NUT,,,,,2.0,85L1550-301
12038,8,Standard,MS21042L3,-,Release,T,NUT,,,,,4.0,85L1550-301
12039,8,Standard,NAS1101-06-6,-,Release,T,SCREW,,,,,2.0,85L1550-301
12040,8,Standard,NAS1149CN616R,-,Release,T,WASHER,,,,,4.0,85L1550-301
12041,8,Standard,NAS1791A3-1,-,Release,T,NUT,,,,,2.0,85L1550-301
12042,8,Standard,NAS6203-3,-,Release,T,BOLT,,,,,4.0,85L1550-301
12044,8,General,85S1310-601,A,Release,T,"FRAME,AIR INLET",1,85S1310-601,,2.0,1.0,85S1300-901
12050,8,General,85S1320-303,-,Release,T,SHIM,,85S1320-003,,2.0,1.0,85S1300-901
12052,8,General,85S1320-305,-,Release,T,SHIM,,85S1320-005,,2.0,1.0,85S1300-901
12054,8,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,85S1300-901
12055,8,Standard,NAS1149CN832R,-,Release,T,WASHER,,,,,5.0,85S1300-901
12056,8,Standard,NAS1291C08M,-,Release,T,NUT,,,,,5.0,85S1300-901
12057,8,Standard,NAS4450V05-04E,-,Release,T,PIN,,,,,3.0,85S1300-901
12058,8,Standard,NAS4450V05-05E,-,Release,T,PIN,,,,,1.0,85S1300-901
12059,8,Standard,NAS4450V05-06E,-,Release,T,PIN,,,,,1.0,85S1300-901
12060,8,Standard,NAS9307M-5-03,-,Release,T,RIVET,,,,,6.0,85S1300-901
12061,8,Standard,NAS9307M-5-04,-,Release,T,RIVET,,,,,10.0,85S1300-901
12062,8,Standard,NAS9307M-5-05,-,Release,T,RIVET,,,,,2.0,85S1300-901
12063,8,Standard,NAS9308M-5-04,-,Release,T,RIVET,,,,,3.0,85S1300-901
12065,8,General,85Y1195-013,A,Release,T,BRACKET,,85Y1195-003,,5.0,1.0,85Y1150-501
12067,8,General,85Y1195-015,A,Release,T,BRACKET,,85Y1195-005,,5.0,1.0,85Y1150-501
12069,8,General,85Y1195-019,-,Release,T,BRACKET,,85Y1195-027,,2.0,1.0,85Y1150-501
12072,8,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,85Y1150-501
12073,8,Standard,MS20426AD3-5,-,Release,T,RIVET,,,,,16.0,85Y1150-501
12074,8,Standard,MS20470AD5-7,-,Release,T,RIVET,,,,,6.0,85Y1150-501
12075,8,Standard,MS21042L3,-,Release,T,NUT,,,,,2.0,85Y1150-501
12076,8,Standard,NAS1149D0332K,-,Release,T,WASHER,,,,,12.0,85Y1150-501
12077,8,Standard,NAS1791A3-2,-,Release,T,NUT,,,,,8.0,85Y1150-501
12078,8,Standard,NAS6203-4,-,Release,T,BOLT,,,,,10.0,85Y1150-501
12080,8,General,85Y1171-901,-,Release,T,"SUPPORT,STRUCTURAL COMPONENT,AIRCRAFT",2,85Y1171-601,,5.0,1.0,85Y1170-901
12137,8,General,85Y1179-023,A,Release,T,BRACKET,1,85Y1179-003,,3.0,1.0,85Y1170-901
12139,8,General,85Y1179-024,-,Release,T,BRACKET,,85Y1179-004,,2.0,1.0,85Y1170-901
12141,8,General,85Y1179-025,A,Release,T,BRACKET,,85Y1179-005,,3.0,1.0,85Y1170-901
12143,8,General,85Y1179-027,-,Release,T,BRACKET,,85Y1179-007,,2.0,1.0,85Y1170-901
12145,8,General,85Y1179-035,-,Release,T,BRACKET,,85Y1179-015,,2.0,1.0,85Y1170-901
12147,8,General,85Y1179-036,-,Release,T,BRACKET,,85Y1179-016,,2.0,1.0,85Y1170-901
12149,8,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,85Y1170-901
12150,8,Standard,MS20470AD5-5,-,Release,T,RIVET,,,,,24.0,85Y1170-901
12151,8,Standard,MS20470AD5-6,-,Release,T,RIVET,,,,,4.0,85Y1170-901
12152,8,Standard,MS21042L08,-,Release,T,NUT,,,,,5.0,85Y1170-901
12153,8,Standard,MS90354S0502,-,Release,T,RIVET,,,,,3.0,85Y1170-901
12154,8,Standard,NAS1149DN832K,-,Release,T,WASHER,,,,,5.0,85Y1170-901
12155,8,Standard,NAS4450S05-02,-,Release,T,PIN,,,,,5.0,85Y1170-901
12157,8,Material,85TB0103A032.-.NA,-,Release,T,SHIM STOCK,,,,,9999.0,85Y1200-501
12158,8,Material,85TB0103A062.-.NA,-,Release,T,SHIM STOCK,,,,,9999.0,85Y1200-501
12159,8,Material,85TB0103A094.-.NA,-,Release,T,SHIM STOCK,,,,,9999.0,85Y1200-501
12160,8,Standard,85TV1158-5,-,Release,T,COLLAR,,,,,7.0,85Y1200-501
12161,8,Standard,85TV1158-6,-,Release,T,COLLAR,,,,,14.0,85Y1200-501
12162,8,General,85Y1295-013,B,Release,T,BRACKET,,85Y1295-003,,6.0,1.0,85Y1200-501
12164,8,General,85Y1295-015,C,Release,T,BRACKET,,85Y1295-005,,8.0,1.0,85Y1200-501
12166,8,General,85Y1295-017,A,Release,T,BRACKET,,85Y1295-007,,5.0,1.0,85Y1200-501
12168,8,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,85Y1200-501
12169,8,Standard,MS20426AD3-5,-,Release,T,RIVET,,,,,18.0,85Y1200-501
12170,8,Standard,NAS1149D0316K,-,Release,T,WASHER,,,,,9.0,85Y1200-501
12171,8,Standard,NAS1792C3-1,-,Release,T,NUT,,,,,9.0,85Y1200-501
12172,8,Standard,NAS4450S05-05,-,Release,T,PIN,,,,,3.0,85Y1200-501
12173,8,Standard,NAS4450S05-06,-,Release,T,PIN,,,,,4.0,85Y1200-501
12174,8,Standard,NAS4450S06-04,-,Release,T,PIN,,,,,6.0,85Y1200-501
12175,8,Standard,NAS4450S06-07,-,Release,T,PIN,,,,,4.0,85Y1200-501
12176,8,Standard,NAS4450S06-09,-,Release,T,PIN,,,,,4.0,85Y1200-501
12177,8,Standard,NAS6403U4,-,Release,T,BOLT,,,,,6.0,85Y1200-501
12178,8,Standard,NAS6403U5,-,Release,T,BOLT,,,,,3.0,85Y1200-501
12180,8,Material,85TB0103A062.-.NA,-,Release,T,SHIM STOCK,,,,,9999.0,85Y1250-521
12181,8,Standard,85TV1041-3-2,-,Release,T,BOLT,,,,,3.0,85Y1250-521
12182,8,Standard,85TV1041-3-3,-,Release,T,BOLT,,,,,3.0,85Y1250-521
12183,8,General,85Y1253-041,-,Release,T,FITTING ASSY,,85Y1253-021,,1.0,1.0,85Y1250-521
12194,8,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,85Y1250-521
12195,8,Standard,MS21042L3,-,Release,T,NUT,,,,,6.0,85Y1250-521
12197,8,Material,85TB0103A062.-.NA,-,Release,T,SHIM STOCK,,,,,9999.0,85Y1250-621
12198,8,Standard,85TV1041-3-2,-,Release,T,BOLT,,,,,3.0,85Y1250-621
12199,8,Standard,85TV1041-3-3,-,Release,T,BOLT,,,,,3.0,85Y1250-621
12200,8,General,85Y1253-051,-,Release,T,FITTING ASSY,,85Y1253-022,,4.0,1.0,85Y1250-621
12211,8,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,85Y1250-621
12212,8,Standard,MS21042L3,-,Release,T,NUT,,,,,6.0,85Y1250-621
12214,8,Standard,85TP0009-1EN,-,Release,T,BRACKET,,,,,2.0,85Y1300-601
12215,8,Standard,85TP0009-2EN,-,Release,T,BRACKET,,,,,1.0,85Y1300-601
12216,8,Standard,85TP0009-4EN,-,Release,T,BRACKET,,,,,1.0,85Y1300-601
12217,8,Standard,85TV1156-3-3,-,Release,T,RIVET,,,,,2.0,85Y1300-601
12218,8,General,85Y9131-181,A,Release,T,BRACKET ASSY OF,,85Y9131-091,,3.0,1.0,85Y1300-601
12223,8,General,85Y9131-191,-,Release,T,BRACKET ASSY OF,,85Y9131-081,,4.0,1.0,85Y1300-601
12228,8,General,85Y9132-001,A,Release,T,BRACKET ASSY OF,,85Y9131-341,,5.0,1.0,85Y1300-601
12233,8,General,85Y9132-009,-,Release,T,BRACKET,,85Y9131-315,,3.0,1.0,85Y1300-601
12235,8,General,85Y9134-661,A,Release,T,"BRACKET,ASSY OF",1,85Y9134-661,,2.0,1.0,85Y1300-601
12240,8,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,85Y1300-601
12241,8,Standard,MS20426AD4-5,-,Release,T,RIVET,,,,,6.0,85Y1300-601
12242,8,Standard,MS20470AD4-6,-,Release,T,RIVET,,,,,2.0,85Y1300-601
12243,8,Standard,MS20470AD4-7,-,Release,T,RIVET,,,,,4.0,85Y1300-601
12244,8,Standard,MS20470AD5-6,-,Release,T,RIVET,,,,,5.0,85Y1300-601
12245,8,Standard,MS21042L3,-,Release,T,NUT,,,,,2.0,85Y1300-601
12246,8,Standard,NAS1149D0332K,-,Release,T,WASHER,,,,,2.0,85Y1300-601
12247,8,Standard,NAS1791A3-1,-,Release,T,NUT,,,,,1.0,85Y1300-601
12248,8,Standard,NAS6203-3,-,Release,T,BOLT,,,,,2.0,85Y1300-601
12250,8,Standard,85TV0143-1,-,Release,T,SEAL,,,,,2.0,85Y1370-501
12251,8,General,85Y1371-021,A,Release,T,"BRACKET,ASSY OF",,85Y1371-001,,3.0,2.0,85Y1370-501
12261,8,General,85Y1371-025,-,Release,T,SCREEN,,85Y1371-023,,2.0,2.0,85Y1370-501
12263,8,Standard,MS20426AD3-6,-,Release,T,RIVET,,,,,8.0,85Y1370-501
12264,8,Standard,MS21042L3,-,Release,T,NUT,,,,,8.0,85Y1370-501
12265,8,Standard,MS21071L3,-,Release,T,NUT,,,,,4.0,85Y1370-501
12266,8,Standard,MS27039-1-08,-,Release,T,SCREW,,,,,8.0,85Y1370-501
12267,8,Standard,NAS1149D0316K,-,Release,T,WASHER,,,,,8.0,85Y1370-501
12268,8,Standard,NAS1149D0332K,-,Release,T,WASHER,,,,,12.0,85Y1370-501
12269,8,Standard,NAS6203-5,-,Release,T,BOLT,,,,,4.0,85Y1370-501
12271,8,Standard,85TP1010-19,-,Release,T,STUD,,,,,2.0,85Y1600-541
12272,8,Standard,85TP1010-21,-,Release,T,STUD,,,,,3.0,85Y1600-541
12273,8,General,85Y9133-071,-,Release,T,"BRACKET,ASSY OF",,85Y9131-601,,2.0,1.0,85Y1600-541
12278,8,General,85Y9133-083,-,Release,T,BRACKET,,85Y9131-605,,2.0,1.0,85Y1600-541
12280,8,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,85Y1600-541
12281,8,Standard,MS20426AD3-4,-,Release,T,RIVET,,,,,4.0,85Y1600-541
12282,8,Standard,MS20426AD3-5,-,Release,T,RIVET,,,,,2.0,85Y1600-541
12283,8,Standard,MS20470AD5-6,-,Release,T,RIVET,,,,,6.0,85Y1600-541
12284,8,Standard,NAS1791A3-1,-,Release,T,NUT,,,,,3.0,85Y1600-541
12286,8,General,85F7851-001,E,Release,T,"CRADLE, ASSY OF",,85F2851-001,,7.0,1.0,E1F7850-101
12291,8,General,85F7851-005,A,Release,T,FITTING,,85F2851-005,,3.0,1.0,E1F7850-101
12293,8,General,85F7851-009,-,Release,T,SHIM,,85F2851-009,,2.0,6.0,E1F7850-101
12295,8,General,85F7851-013,-,Release,T,SUPPORT,,85F2851-013,,2.0,1.0,E1F7850-101
12297,8,General,85F7851-015,-,Release,T,SUPPORT,,85F2851-015,,4.0,1.0,E1F7850-101
12299,8,General,85F7851-016,-,Release,T,SUPPORT,,85F2851-015,,4.0,1.0,E1F7850-101
12301,8,General,85F7851-017,D,Release,T,FITTING,,85F2851-007,,7.0,1.0,E1F7850-101
12303,8,General,85F7851-018,D,Release,T,FITTING,,85F2851-008,,7.0,1.0,E1F7850-101
12305,8,Material,85TB0103A062.-.NA,-,Release,T,SHIM STOCK,,,,,9999.0,E1F7850-101
12306,8,Standard,85TV1034-3D2250,-,Release,T,BOLT,,,,,1.0,E1F7850-101
12307,8,General,E1VE030102-003,B,Release,T,TRAY. MOUNTING DISPLAY UNIT,1,E1VE030102-003,,4.0,1.0,E1F7850-101
12308,8,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,E1F7850-101
12309,8,Standard,M83413/8-A006BB,-,Release,T,JUMPER ASSY,,,,,2.0,E1F7850-101
12310,8,Standard,MS20470AD5-7,-,Release,T,RIVET,,,,,4.0,E1F7850-101
12311,8,Standard,MS21042L08,-,Release,T,NUT,,,,,16.0,E1F7850-101
12312,8,Standard,MS21042L3,-,Release,T,NUT,,,,,42.0,E1F7850-101
12313,8,Standard,MS35338-43,-,Release,T,WASHER,,,,,4.0,E1F7850-101
12314,8,Standard,NAS1122-4,-,Release,T,SCREW,,,,,4.0,E1F7850-101
12315,8,Standard,NAS1122-5,-,Release,T,SCREW,,,,,4.0,E1F7850-101
12316,8,Standard,NAS1149D0332J,-,Release,T,WASHER,,,,,4.0,E1F7850-101
12317,8,Standard,NAS1149D0332K,-,Release,T,WASHER,,,,,32.0,E1F7850-101
12318,8,Standard,NAS1149D0363K,-,Release,T,WASHER,,,,,2.0,E1F7850-101
12319,8,Standard,NAS1149D0416K,-,Release,T,WASHER,,,,,2.0,E1F7850-101
12320,8,Standard,NAS1149D0432K,-,Release,T,WASHER,,,,,2.0,E1F7850-101
12321,8,Standard,NAS1149D0463K,-,Release,T,WASHER,,,,,2.0,E1F7850-101
12322,8,Standard,NAS1149DN816K,-,Release,T,WASHER,,,,,4.0,E1F7850-101
12323,8,Standard,NAS1149DN832K,-,Release,T,WASHER,,,,,12.0,E1F7850-101
12324,8,Standard,NAS1149F0332P,-,Release,T,WASHER,,,,,4.0,E1F7850-101
12326,8,Standard,NAS1297-3-11,-,Release,T,BOLT,,,,,1.0,E1F7850-101
12327,8,Standard,NAS1578A3T4,-,Release,T,BOLT,,,,,12.0,E1F7850-101
12328,8,Standard,NAS1578A3T5,-,Release,T,BOLT,,,,,4.0,E1F7850-101
12329,8,Standard,NAS1578A3T6,-,Release,T,BOLT,,,,,2.0,E1F7850-101
12330,8,Standard,NAS4450S05-03,-,Release,T,PIN,,,,,6.0,E1F7850-101
12331,8,Standard,NAS4450S05-04,-,Release,T,PIN,,,,,2.0,E1F7850-101
12332,8,Standard,NAS4450S06-03,-,Release,T,PIN,,,,,8.0,E1F7850-101
12333,8,Standard,NAS4450S06-04,-,Release,T,PIN,,,,,12.0,E1F7850-101
12334,8,Standard,NAS4450S06-05,-,Release,T,PIN,,,,,2.0,E1F7850-101
12335,8,Standard,NAS620-10L,-,Release,T,WASHER,,,,,4.0,E1F7850-101
12337,8,Material,85TB5269-1-25.-.NA,-,Release,T,TAPE,,,,,9999.0,E1P1451-601
12338,8,Material,85TB5393-1.-.NA,-,Release,T,TAPE,,,,,9999.0,E1P1451-601
12339,8,Standard,MS20426AD3-6,-,Release,T,RIVET,,,,,10.0,E1P1451-601
12340,8,Standard,MS21075L08N,-,Release,T,NUT,,,,,1.0,E1P1451-601
12341,8,Standard,MS21075L4N,-,Release,T,NUT,,,,,4.0,E1P1451-601
12343,8,Standard,85TV1156-3-2,-,Release,T,RIVET,,,,,74.0,E6B1023-101
12344,8,Standard,85TV1156-3-3,-,Release,T,RIVET,,,,,22.0,E6B1023-101
12345,8,Standard,85TV1156-3-4,-,Release,T,RIVET,,,,,4.0,E6B1023-101
12346,8,Standard,85TV1156-3-5,-,Release,T,RIVET,,,,,2.0,E6B1023-101
12347,8,Standard,85TV1179-4,-,Release,T,NUT ASSY,,,,,248.0,E6B1023-101
12348,8,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,E6B1023-101
12349,8,Standard,MS20426AD3-4,-,Release,T,RIVET,,,,,218.0,E6B1023-101
12350,8,Standard,MS20426AD3-5,-,Release,T,RIVET,,,,,90.0,E6B1023-101
12351,8,Standard,MS20426AD3-6,-,Release,T,RIVET,,,,,64.0,E6B1023-101
12352,8,Standard,MS20426AD3-7,-,Release,T,RIVET,,,,,14.0,E6B1023-101
12353,8,Standard,MS20426AD3-8,-,Release,T,RIVET,,,,,4.0,E6B1023-101
12354,8,Standard,MS20426AD3-9,-,Release,T,RIVET,,,,,4.0,E6B1023-101
12356,8,General,85B1551-141,A,Release,T,CABLE ASSY,,85B1551-021,,4.0,1.0,E6B1551-101
12364,8,General,85B1551-151,A,Release,T,CABLE ASSY,,85B1551-031,,4.0,1.0,E6B1551-101
12372,8,General,85B1551-611,C,Release,T,DOOR ASSY,2,85B1551-611,,4.0,1.0,E6B1551-101
12416,8,Material,85TB0103A062.-.NA,-,Release,T,SHIM STOCK,,,,,9999.0,E6B1551-101
12417,8,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,E6B1551-101
12418,8,Standard,M83413/8-A007BB,-,Release,T,JUMPER ASSY,,,,,1.0,E6B1551-101
12419,8,Standard,MS20470AD5-7,-,Release,T,RIVET,,,,,4.0,E6B1551-101
12420,8,Standard,MS21042L08,-,Release,T,NUT,,,,,4.0,E6B1551-101
12421,8,Standard,MS21042L3,-,Release,T,NUT,,,,,2.0,E6B1551-101
12422,8,Standard,MS35338-43,-,Release,T,WASHER,,,,,2.0,E6B1551-101
12423,8,Standard,NAS1149D0332J,-,Release,T,WASHER,,,,,3.0,E6B1551-101
12424,8,Standard,NAS1149DN832K,-,Release,T,WASHER,,,,,4.0,E6B1551-101
12425,8,Standard,NAS1149F0332P,-,Release,T,WASHER,,,,,2.0,E6B1551-101
12427,8,Standard,NAS1581F3T3,-,Release,T,BOLT,,,,,8.0,E6B1551-101
12428,8,Standard,NAS1581F3T4,-,Release,T,BOLT,,,,,1.0,E6B1551-101
12429,8,Standard,NAS4452S05-05,-,Release,T,PIN,,,,,4.0,E6B1551-101
12430,8,Standard,NAS6203-4,-,Release,T,BOLT,,,,,1.0,E6B1551-101
12432,8,General,85B1551-141,A,Release,T,CABLE ASSY,,85B1551-021,,4.0,1.0,E6B1551-111
12440,8,General,85B1551-151,A,Release,T,CABLE ASSY,,85B1551-031,,4.0,1.0,E6B1551-111
12448,8,Material,85TB0103A062.-.NA,-,Release,T,SHIM STOCK,,,,,9999.0,E6B1551-111
12449,8,General,E6B1551-011,-,Release,T,"DOOR, ACCESS, AIRCRAFT",2,85B1551-631,,3.0,1.0,E6B1551-111
12472,8,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,E6B1551-111
12473,8,Standard,M83413/8-A007BB,-,Release,T,JUMPER ASSY,,,,,1.0,E6B1551-111
12474,8,Standard,MS20470AD5-7,-,Release,T,RIVET,,,,,4.0,E6B1551-111
12475,8,Standard,MS21042L08,-,Release,T,NUT,,,,,4.0,E6B1551-111
12476,8,Standard,MS21042L3,-,Release,T,NUT,,,,,2.0,E6B1551-111
12477,8,Standard,MS35338-43,-,Release,T,WASHER,,,,,2.0,E6B1551-111
12478,8,Standard,NAS1149D0332J,-,Release,T,WASHER,,,,,3.0,E6B1551-111
12479,8,Standard,NAS1149DN832K,-,Release,T,WASHER,,,,,4.0,E6B1551-111
12480,8,Standard,NAS1149F0332P,-,Release,T,WASHER,,,,,2.0,E6B1551-111
12482,8,Standard,NAS1581F3T3,-,Release,T,BOLT,,,,,8.0,E6B1551-111
12483,8,Standard,NAS1581F3T4,-,Release,T,BOLT,,,,,1.0,E6B1551-111
12484,8,Standard,NAS4452S05-05,-,Release,T,PIN,,,,,4.0,E6B1551-111
12485,8,Standard,NAS6203-4,-,Release,T,BOLT,,,,,1.0,E6B1551-111
12487,8,General,E6B1565-001,-,Release,T,"PANEL ASSY, STRAKE - FS 182.30 TO FS 202.60, RIGHT",1,85B1565-011,,1.0,1.0,E6B1565-101
12506,8,Standard,85TV1156-3-2,-,Release,T,RIVET,,,,,8.0,E6B1566-101
12507,8,Standard,85TV1156-3-3,-,Release,T,RIVET,,,,,4.0,E6B1566-101
12508,8,General,E6B1566-001,-,Release,T,"SKIN ASSY, UNDER - FS 182.30 TO FS 202.60",1,E6B1566-001,,1.0,1.0,E6B1566-101
12525,8,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,E6B1566-101
12526,8,Standard,MS20426AD3-4,-,Release,T,RIVET,,,,,18.0,E6B1566-101
12527,8,Standard,MS21075L3N,-,Release,T,NUT,,,,,15.0,E6B1566-101
12528,8,Standard,NAS1581F3T3,-,Release,T,BOLT,,,,,13.0,E6B1566-101
12529,8,Standard,NAS1581F3T4,-,Release,T,BOLT,,,,,2.0,E6B1566-101
12531,8,Standard,85TV1156-3-2,-,Release,T,RIVET,,,,,28.0,E6B1588-101
12532,8,Standard,85TV1179-4,-,Release,T,NUT ASSY,,,,,115.0,E6B1588-101
12533,8,General,E6B1576-001,-,Release,T,"COVER ASSY, STRAKE ACCESS - FS 202.60 TO FS 225.00, RH",1,85B1576-021,,1.0,1.0,E6B1588-101
12547,8,General,E6B1577-001,-,Release,T,"COVER ASSY, STRAKE - FS 202.60 TO FS 225.00, UPR, RH",1,85B1577-041,,1.0,1.0,E6B1588-101
12563,8,General,E6B1588-001,A,Release,T,"COVER ASSY, STRAKE - FS 225.00 TO 244.30, UPR, RH",1,E6B1588-001,,2.0,1.0,E6B1588-101
12585,8,General,E6B1589-001,A,Release,T,"COVER ASSY, STRAKE - FS 225.00 TO 244.30, UPR, RH",1,85B1589-051,,2.0,1.0,E6B1588-101
12598,8,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,E6B1588-101
12599,8,Standard,MS20426AD3-4,-,Release,T,RIVET,,,,,198.0,E6B1588-101
12600,8,Standard,MS20426AD3-5,-,Release,T,RIVET,,,,,2.0,E6B1588-101
12601,8,Standard,MS20426AD3-6,-,Release,T,RIVET,,,,,2.0,E6B1588-101
12603,8,General,85D1160-073,A,Release,T,BRACKET,,85D1160-003,,3.0,1.0,E6D1140-201
12605,8,General,85D1161-073,A,Release,T,BRACKET,,85D1161-003,,5.0,1.0,E6D1140-201
12607,8,Standard,85TP1006-10,-,Release,T,BRACKET,,,,,1.0,E6D1140-201
12608,8,Standard,85TP1006-2,-,Release,T,BRACKET,,,,,3.0,E6D1140-201
12609,8,Standard,85TP1006-3,-,Release,T,BRACKET,,,,,2.0,E6D1140-201
12610,8,Standard,85TP1006-6,-,Release,T,BRACKET,,,,,1.0,E6D1140-201
12611,8,Standard,85TP1010-19,-,Release,T,STUD,,,,,1.0,E6D1140-201
12612,8,Standard,85TP1010-5,-,Release,T,STUD,,,,,1.0,E6D1140-201
12613,8,Standard,85TP1010-8,-,Release,T,STUD,,,,,1.0,E6D1140-201
12614,8,Standard,85TP1010-9,-,Release,T,STUD,,,,,2.0,E6D1140-201
12615,8,Standard,85TV1026-10R,-,Release,T,NUT,,,,,5.0,E6D1140-201
12616,8,Standard,85TV1026-10R1,-,Release,T,NUT,,,,,2.0,E6D1140-201
12617,8,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,E6D1140-201
12618,8,Standard,MS20470AD4-5,-,Release,T,RIVET,,,,,4.0,E6D1140-201
12619,8,Material,MS21266-2T.-.NA,-,Release,T,GROMMET,,,,,9999.0,E6D1140-201
